listing_id,room_type,property_type,accommodates,bedrooms,minimum_nights,maximum_nights,instant_bookable,bathrooms,is_superhost,count,name,total_reviews_before_cutoff,unique_reviewers_before_cutoff,days_since_last_review,available_days_last_90d,available_rate_last_90d,avg_minimum_nights_calendar_last_90d,avg_maximum_nights_calendar_last_90d,available_days_last_30d,available_rate_last_30d,avg_minimum_nights_calendar_last_30d,avg_maximum_nights_calendar_last_30d,sum_future_available_days_30d,avg_future_available_days_30d,high_demand_proxy,cutoff_date,version
1408035,Shared room,Shared room in home,0.0,,0.002,0.0017793594306049821,False,1.5,False,1,De Aker - Nieuw Sloten,36.0,36.0,2415.0,0,0.0,3.0,3.0,0,0.0,3.0,3.0,0,0.0,1,2025-12-10,v1
1427610,Entire home/apt,Entire home,0.2,0.11764705882352941,0.004,1.0,False,2,False,1,Geuzenveld - Slotermeer,6.0,6.0,857.0,0,0.0,5.0,1125.0,0,0.0,5.0,1125.0,0,0.0,1,2025-12-10,v1
1429701,Entire home/apt,Houseboat,0.06666666666666667,0.058823529411764705,0.001,0.011565836298932384,False,1,True,1,Centrum-West,572.0,570.0,106.0,24,0.26373626373626374,2.0,1125.0,16,0.5161290322580645,2.0,1125.0,13,0.43333333333333335,0,2025-12-10,v1
1432378,Entire home/apt,Entire condo,0.13333333333333333,0.11764705882352941,0.001,0.025800711743772242,False,1.5,False,1,De Baarsjes - Oud-West,35.0,35.0,127.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,0,0.0,1,2025-12-10,v1
1443515,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.004,0.025800711743772242,False,1,False,1,Oostelijk Havengebied - Indische Buurt,21.0,21.0,797.0,0,0.0,5.0,30.0,0,0.0,5.0,30.0,0,0.0,1,2025-12-10,v1
1447217,Private room,Private room in condo,0.06666666666666667,0.058823529411764705,0.002,0.6485765124555161,True,1,True,1,Bos en Lommer,325.0,322.0,107.0,27,0.2967032967032967,4.0,1125.0,10,0.3225806451612903,4.0,1125.0,23,0.7666666666666667,0,2025-12-10,v1
50586333,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.004,0.3238434163701068,False,1,False,1,De Pijp - Rivierenbuurt,9.0,9.0,343.0,0,0.0,5.0,1125.0,0,0.0,5.0,1125.0,0,0.0,1,2025-12-10,v1
1448920,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.00800711743772242,False,1.5,False,1,Westerpark,11.0,11.0,2240.0,0,0.0,3.0,10.0,0,0.0,3.0,10.0,0,0.0,1,2025-12-10,v1
1453066,Entire home/apt,Entire rental unit,0.06666666666666667,0.11764705882352941,0.001,0.011565836298932384,False,1.5,False,1,Oostelijk Havengebied - Indische Buurt,30.0,30.0,1977.0,27,0.2967032967032967,2.2967032967032965,14.0,12,0.3870967741935484,2.0,14.0,20,0.6666666666666666,0,2025-12-10,v1
1454784,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.003,0.025800711743772242,False,1.5,False,1,De Pijp - Rivierenbuurt,56.0,56.0,249.0,11,0.12087912087912088,3.956043956043956,30.0,0,0.0,4.0,30.0,0,0.0,1,2025-12-10,v1
1468473,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.10587188612099645,True,1,False,1,Bos en Lommer,143.0,143.0,107.0,3,0.03296703296703297,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
667119068788258134,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.002,0.3238434163701068,True,1,False,1,Oud-Oost,10.0,10.0,272.0,1,0.01098901098901099,3.1758241758241756,365.0,0,0.0,3.0,365.0,0,0.0,1,2025-12-10,v1
1482038,Private room,Private room in loft,0.06666666666666667,0.058823529411764705,0.002,0.0026690391459074734,False,1,False,1,Centrum-West,68.0,68.0,2103.0,0,0.0,2.5714285714285716,1125.0,0,0.0,2.5483870967741935,1125.0,0,0.0,1,2025-12-10,v1
1482851,Private room,Private room in boat,0.2,0.11764705882352941,0.001,1.0,True,1,True,3,Westerpark,148.0,148.0,115.0,48,0.5274725274725275,1.989010989010989,1125.0,28,0.9032258064516129,2.0,1125.0,15,0.5,0,2025-12-10,v1
1484348,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.004,0.012455516014234875,False,1.5,False,1,De Pijp - Rivierenbuurt,77.0,77.0,425.0,38,0.4175824175824176,5.043956043956044,15.0,30,0.967741935483871,5.129032258064516,15.0,0,0.0,1,2025-12-10,v1
1505436,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.006,0.025800711743772242,False,2,False,1,De Baarsjes - Oud-West,38.0,38.0,838.0,31,0.34065934065934067,7.0,30.0,31,1.0,7.0,30.0,30,1.0,0,2025-12-10,v1
22759349,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.021352313167259787,False,1.5,False,1,De Baarsjes - Oud-West,25.0,25.0,787.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
1511360,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.001,0.025800711743772242,False,1,False,1,De Baarsjes - Oud-West,101.0,101.0,143.0,11,0.12087912087912088,2.10989010989011,30.0,3,0.0967741935483871,2.0,30.0,17,0.5666666666666667,0,2025-12-10,v1
1521776,Entire home/apt,Entire condo,0.13333333333333333,0.11764705882352941,0.003,0.017793594306049824,False,2,False,1,De Baarsjes - Oud-West,35.0,35.0,973.0,0,0.0,4.0,21.0,0,0.0,4.0,21.0,0,0.0,1,2025-12-10,v1
1524993,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.001,0.0026690391459074734,False,1,True,2,Centrum-West,104.0,104.0,194.0,0,0.0,2.0,4.0,0,0.0,2.0,4.0,0,0.0,1,2025-12-10,v1
1532428,Entire home/apt,Entire condo,0.2,0.058823529411764705,0.002,0.025800711743772242,False,1,False,1,Centrum-West,21.0,21.0,808.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
1534317,Private room,Private room in home,0.06666666666666667,0.058823529411764705,0.003,0.025800711743772242,False,1,True,2,Geuzenveld - Slotermeer,374.0,371.0,108.0,67,0.7362637362637363,4.0,1112.967032967033,31,1.0,4.0,1125.0,28,0.9333333333333333,0,2025-12-10,v1
1534620,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.002,0.016903914590747332,False,1.5,False,1,Centrum-West,43.0,43.0,93.0,0,0.0,2.142857142857143,20.0,0,0.0,2.161290322580645,20.0,0,0.0,1,2025-12-10,v1
1537852,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.003,0.006227758007117438,False,1,False,1,De Baarsjes - Oud-West,15.0,15.0,709.0,0,0.0,4.0,8.0,0,0.0,4.0,8.0,0,0.0,1,2025-12-10,v1
1558627,Entire home/apt,Entire townhouse,0.2,0.23529411764705882,0.001,1.0,False,1,False,1,Zuid,26.0,26.0,2328.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,0,0.0,1,2025-12-10,v1
1567891,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.002,0.6485765124555161,False,1,False,1,Zuid,95.0,93.0,248.0,4,0.04395604395604396,3.0,730.0,0,0.0,3.0,730.0,0,0.0,1,2025-12-10,v1
1568669,Entire home/apt,Entire townhouse,0.2,0.11764705882352941,0.001,0.026690391459074734,False,1,False,1,Watergraafsmeer,45.0,45.0,95.0,7,0.07692307692307693,3.0,31.0,0,0.0,3.0,31.0,4,0.13333333333333333,1,2025-12-10,v1
1580186,Entire home/apt,Boat,0.13333333333333333,0.11764705882352941,0.029,0.026690391459074734,False,1,True,1,Centrum-West,139.0,138.0,403.0,7,0.07692307692307693,2.3956043956043955,31.0,0,0.0,2.4193548387096775,31.0,0,0.0,1,2025-12-10,v1
1586071,Private room,Private room in guest suite,0.06666666666666667,0.058823529411764705,0.003,0.025800711743772242,False,1,False,1,Bos en Lommer,45.0,43.0,1119.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,0,0.0,1,2025-12-10,v1
1601408,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.003,0.8887900355871886,False,1.5,True,1,De Pijp - Rivierenbuurt,316.0,312.0,170.0,72,0.7912087912087912,4.0,1125.0,31,1.0,4.0,1125.0,30,1.0,0,2025-12-10,v1
1603794,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.005338078291814947,False,1,False,1,Centrum-West,87.0,87.0,94.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
1605387,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.012455516014234875,False,1,False,1,Oostelijk Havengebied - Indische Buurt,30.0,30.0,1144.0,0,0.0,4.428571428571429,1125.0,0,0.0,4.451612903225807,1125.0,0,0.0,1,2025-12-10,v1
1610986,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.001,0.025800711743772242,False,1,False,1,Centrum-Oost,61.0,60.0,170.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,9,0.3,0,2025-12-10,v1
1620658,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,1.0,False,1,False,1,Oud-Oost,43.0,43.0,795.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
710635305581622286,Entire home/apt,Entire condo,0.2,0.11764705882352941,0.005,1.0,False,1.5,False,1,Zuid,13.0,13.0,167.0,70,0.7692307692307693,5.912087912087912,1125.0,31,1.0,6.0,1125.0,30,1.0,0,2025-12-10,v1
1630438,Private room,Private room in rental unit,0.06666666666666667,0.058823529411764705,0.001,1.0,False,1,False,1,De Pijp - Rivierenbuurt,407.0,398.0,109.0,40,0.43956043956043955,2.0,1125.0,23,0.7419354838709677,2.0,1125.0,20,0.6666666666666666,0,2025-12-10,v1
1630603,Private room,Private room in rental unit,0.06666666666666667,0.058823529411764705,0.0,0.004448398576512456,False,1,False,2,Zuid,596.0,592.0,121.0,37,0.4065934065934066,1.0,6.0,18,0.5806451612903226,1.0,6.0,0,0.0,1,2025-12-10,v1
1631878,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.005,1.0,False,2,False,1,Zuid,73.0,73.0,599.0,0,0.0,6.0,1125.0,0,0.0,6.0,1125.0,9,0.3,0,2025-12-10,v1
1639387,Entire home/apt,Entire home,0.2,0.11764705882352941,0.001,1.0,False,1,False,1,Oostelijk Havengebied - Indische Buurt,3.0,3.0,4358.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,0,0.0,1,2025-12-10,v1
710693675553013989,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.0,0.3238434163701068,False,1,False,1,Centrum-West,6.0,6.0,878.0,53,0.5824175824175825,1.0,365.0,27,0.8709677419354839,1.0,365.0,21,0.7,0,2025-12-10,v1
1645571,Entire home/apt,Entire condo,0.2,0.17647058823529413,0.001,0.011565836298932384,False,1.5,False,1,De Pijp - Rivierenbuurt,28.0,28.0,115.0,8,0.08791208791208792,2.0,14.0,0,0.0,2.0,14.0,21,0.7,0,2025-12-10,v1
1649932,Entire home/apt,Entire townhouse,0.06666666666666667,0.058823529411764705,0.003,0.025800711743772242,False,2,False,1,Centrum-Oost,8.0,8.0,1514.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,0,0.0,1,2025-12-10,v1
1662676,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.014,0.025800711743772242,False,1,False,1,Centrum-West,20.0,20.0,2657.0,0,0.0,15.0,30.0,0,0.0,15.0,30.0,0,0.0,1,2025-12-10,v1
1677381,Private room,Private room in home,0.06666666666666667,0.058823529411764705,0.001,1.0,False,1,False,1,Centrum-West,641.0,633.0,110.0,18,0.1978021978021978,1.9120879120879122,1125.0,13,0.41935483870967744,1.935483870967742,1125.0,3,0.1,1,2025-12-10,v1
711286191458897908,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.004,0.009786476868327402,False,1,False,1,Zuid,1.0,1.0,787.0,0,0.0,5.0,12.0,0,0.0,5.0,12.0,0,0.0,1,2025-12-10,v1
1708187,Entire home/apt,Entire rental unit,0.06666666666666667,0.11764705882352941,0.004,0.011565836298932384,False,1.5,False,1,De Pijp - Rivierenbuurt,47.0,47.0,259.0,0,0.0,5.0,14.0,0,0.0,5.0,14.0,0,0.0,1,2025-12-10,v1
1708637,Private room,Private room in home,0.06666666666666667,0.058823529411764705,0.002,0.026690391459074734,False,1,True,1,De Pijp - Rivierenbuurt,374.0,374.0,110.0,63,0.6923076923076923,3.0,31.0,31,1.0,3.0,31.0,22,0.7333333333333333,0,2025-12-10,v1
1713147,Entire home/apt,Entire townhouse,0.3333333333333333,0.23529411764705882,0.006,1.0,False,1,False,1,De Pijp - Rivierenbuurt,23.0,23.0,1016.0,0,0.0,7.0,1125.0,0,0.0,7.0,1125.0,0,0.0,1,2025-12-10,v1
1713474,Entire home/apt,Entire loft,0.2,0.058823529411764705,0.0,0.0791814946619217,False,1.5,False,1,De Baarsjes - Oud-West,289.0,289.0,1927.0,0,0.0,1.0,90.0,0,0.0,1.0,90.0,0,0.0,1,2025-12-10,v1
1719227,Private room,Private room in home,0.06666666666666667,0.058823529411764705,0.0,0.0035587188612099642,True,1,False,1,Oud-Noord,2.0,2.0,184.0,40,0.43956043956043955,1.0,5.0,20,0.6451612903225806,1.0,5.0,17,0.5666666666666667,0,2025-12-10,v1
1723463,Entire home/apt,Entire rental unit,0.2,0.17647058823529413,0.004,0.017793594306049824,False,1.5,False,1,Watergraafsmeer,22.0,22.0,2167.0,0,0.0,5.0,21.0,0,0.0,5.0,21.0,0,0.0,1,2025-12-10,v1
1723551,Private room,Private room in rental unit,0.06666666666666667,,0.002,0.00800711743772242,False,1,True,1,Centrum-West,494.0,494.0,98.0,1,0.01098901098901099,2.978021978021978,10.0,0,0.0,3.0,10.0,0,0.0,1,2025-12-10,v1
1731246,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.001,0.025800711743772242,False,1,False,1,De Pijp - Rivierenbuurt,48.0,47.0,813.0,59,0.6483516483516484,2.0,30.0,30,0.967741935483871,2.0,30.0,0,0.0,1,2025-12-10,v1
1733772,Entire home/apt,Houseboat,0.06666666666666667,0.058823529411764705,0.002,0.009786476868327402,False,1.5,False,1,Oud-Noord,124.0,123.0,107.0,2,0.02197802197802198,3.0,1125.0,2,0.06451612903225806,3.0,1125.0,9,0.3,0,2025-12-10,v1
1734564,Entire home/apt,Entire loft,0.06666666666666667,0.058823529411764705,0.002,0.3238434163701068,False,1,False,1,Centrum-West,75.0,74.0,213.0,4,0.04395604395604396,2.0,365.0,0,0.0,2.0,365.0,0,0.0,1,2025-12-10,v1
1734582,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.002,0.026690391459074734,True,1,False,1,De Baarsjes - Oud-West,52.0,52.0,123.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
1734745,Entire home/apt,Entire rental unit,0.13333333333333333,0.058823529411764705,0.002,0.025800711743772242,False,1,False,1,De Baarsjes - Oud-West,8.0,8.0,2639.0,91,1.0,3.0,30.0,31,1.0,3.0,30.0,30,1.0,0,2025-12-10,v1
1734769,Entire home/apt,Entire condo,0.2,0.17647058823529413,0.002,0.00800711743772242,False,1,False,1,Geuzenveld - Slotermeer,63.0,62.0,149.0,85,0.9340659340659341,3.0,1125.0,31,1.0,3.0,1125.0,30,1.0,0,2025-12-10,v1
26303871,Entire home/apt,Entire rental unit,0.06666666666666667,0.11764705882352941,0.002,0.0026690391459074734,False,1.5,False,1,Centrum-West,24.0,23.0,118.0,0,0.0,5.0,5.0,0,0.0,5.0,5.0,0,0.0,1,2025-12-10,v1
1766570,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.006,0.1592526690391459,True,1,True,9,Centrum-Oost,11.0,11.0,196.0,66,0.7252747252747253,7.0,120.0,31,1.0,7.0,120.0,22,0.7333333333333333,0,2025-12-10,v1
1767048,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.002,0.017793594306049824,False,1,False,1,De Baarsjes - Oud-West,74.0,74.0,186.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,0,0.0,1,2025-12-10,v1
1767627,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.003,0.6485765124555161,False,1,False,1,Westerpark,10.0,10.0,136.0,0,0.0,4.0,730.0,0,0.0,4.0,730.0,0,0.0,1,2025-12-10,v1
1771760,Private room,Private room in condo,0.06666666666666667,0.058823529411764705,0.003,0.017793594306049824,False,1,True,1,Bos en Lommer,383.0,383.0,116.0,19,0.2087912087912088,3.5164835164835164,1125.0,4,0.12903225806451613,3.838709677419355,1125.0,0,0.0,1,2025-12-10,v1
1783461,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.001,0.3238434163701068,False,1,False,1,Oud-Oost,11.0,11.0,831.0,0,0.0,2.0,365.0,0,0.0,2.0,365.0,0,0.0,1,2025-12-10,v1
1786144,Private room,Private room in condo,0.06666666666666667,0.058823529411764705,0.001,1.0,False,1,True,1,Centrum-Oost,317.0,315.0,110.0,44,0.4835164835164835,1.6373626373626373,1125.0,29,0.9354838709677419,2.064516129032258,1125.0,30,1.0,0,2025-12-10,v1
1791751,Entire home/apt,Entire condo,0.3333333333333333,0.17647058823529413,0.002,0.017793594306049824,False,1,False,1,Bos en Lommer,15.0,15.0,163.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,0,0.0,1,2025-12-10,v1
1792271,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.003,0.011565836298932384,False,1.5,False,1,Westerpark,47.0,47.0,209.0,88,0.967032967032967,4.0,14.0,31,1.0,4.0,14.0,30,1.0,0,2025-12-10,v1
1793971,Entire home/apt,Entire home,0.2,0.11764705882352941,0.001,0.6485765124555161,False,2,True,1,Oud-Noord,309.0,309.0,100.0,27,0.2967032967032967,1.989010989010989,730.0,13,0.41935483870967744,1.967741935483871,730.0,7,0.23333333333333334,1,2025-12-10,v1
1797364,Private room,Private room in bed and breakfast,0.06666666666666667,0.058823529411764705,0.001,1.0,True,1,True,3,Slotervaart,458.0,457.0,94.0,36,0.3956043956043956,2.0,1125.0,22,0.7096774193548387,2.0,1125.0,28,0.9333333333333333,0,2025-12-10,v1
1798944,Private room,Private room in rental unit,0.06666666666666667,0.058823529411764705,0.002,0.05249110320284697,False,1.5,True,1,Centrum-West,425.0,424.0,92.0,33,0.3626373626373626,3.0,60.0,22,0.7096774193548387,3.0,60.0,16,0.5333333333333333,0,2025-12-10,v1
1798945,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.002,0.05249110320284697,False,1.5,True,1,Centrum-Oost,110.0,109.0,201.0,56,0.6153846153846154,2.978021978021978,60.0,31,1.0,2.935483870967742,60.0,21,0.7,0,2025-12-10,v1
1812527,Entire home/apt,Entire townhouse,0.2,0.23529411764705882,0.001,0.3238434163701068,False,2,False,1,Watergraafsmeer,13.0,13.0,2310.0,0,0.0,2.0,365.0,0,0.0,2.0,365.0,0,0.0,1,2025-12-10,v1
1814121,Private room,Private room in windmill,0.06666666666666667,0.058823529411764705,0.001,1.0,True,1,False,1,Osdorp,988.0,983.0,91.0,73,0.8021978021978022,2.0,1125.0,31,1.0,2.0,1125.0,30,1.0,0,2025-12-10,v1
1825214,Entire home/apt,Entire rental unit,0.26666666666666666,0.11764705882352941,0.001,0.025800711743772242,False,1,False,1,Westerpark,11.0,11.0,199.0,46,0.5054945054945055,2.0,30.0,17,0.5483870967741935,2.0,30.0,26,0.8666666666666667,0,2025-12-10,v1
1825443,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.004,0.025800711743772242,False,1,False,1,Watergraafsmeer,1.0,1.0,327.0,0,0.0,7.0,30.0,0,0.0,7.0,30.0,0,0.0,1,2025-12-10,v1
1159812517646917500,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.3238434163701068,False,1,False,1,Zuid,0.0,0.0,4358.0,79,0.8681318681318682,3.0,365.0,31,1.0,3.0,365.0,30,1.0,0,2025-12-10,v1
1828391,Entire home/apt,Entire home,0.2,0.23529411764705882,0.002,1.0,False,1,False,1,Noord-West,27.0,27.0,133.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
1830345,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.001,0.3238434163701068,False,1,False,2,Centrum-Oost,55.0,54.0,350.0,6,0.06593406593406594,1.8571428571428572,365.0,0,0.0,1.8387096774193548,365.0,0,0.0,1,2025-12-10,v1
1831427,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.001,0.006227758007117438,False,1.5,False,1,Centrum-Oost,17.0,17.0,178.0,2,0.02197802197802198,2.0,8.0,0,0.0,2.0,8.0,0,0.0,1,2025-12-10,v1
1845443,Entire home/apt,Entire rental unit,0.06666666666666667,0.11764705882352941,0.001,0.3238434163701068,False,1,False,2,Westerpark,69.0,69.0,618.0,0,0.0,2.0,365.0,0,0.0,2.0,365.0,0,0.0,1,2025-12-10,v1
1334595573036914032,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.0,0.011565836298932384,False,1,False,1,De Baarsjes - Oud-West,6.0,6.0,99.0,0,0.0,1.0,14.0,0,0.0,1.0,14.0,7,0.23333333333333334,1,2025-12-10,v1
1848312,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.001,0.017793594306049824,False,1,False,1,De Baarsjes - Oud-West,10.0,10.0,115.0,2,0.02197802197802198,2.098901098901099,21.0,0,0.0,2.0,21.0,0,0.0,1,2025-12-10,v1
1848477,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.006,0.03469750889679715,False,1.5,False,1,De Pijp - Rivierenbuurt,28.0,28.0,228.0,0,0.0,7.0,40.0,0,0.0,7.0,40.0,0,0.0,1,2025-12-10,v1
1849652,Entire home/apt,Entire home,0.2,0.17647058823529413,0.002,0.025800711743772242,False,3,False,1,Westerpark,2.0,2.0,341.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,0,0.0,1,2025-12-10,v1
1849795,Entire home/apt,Entire rental unit,0.06666666666666667,0.11764705882352941,0.002,1.0,False,1,False,1,Centrum-West,38.0,38.0,2551.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
880490051396443634,Entire home/apt,Entire rental unit,0.2,0.17647058823529413,0.002,0.3238434163701068,False,2,False,1,Oostelijk Havengebied - Indische Buurt,5.0,5.0,134.0,0,0.0,3.0,365.0,0,0.0,3.0,365.0,3,0.1,1,2025-12-10,v1
1859255,Private room,Private room in bed and breakfast,0.06666666666666667,0.058823529411764705,0.001,0.3238434163701068,True,1,True,3,Slotervaart,483.0,481.0,108.0,34,0.37362637362637363,2.0,1125.0,22,0.7096774193548387,2.0,1125.0,30,1.0,0,2025-12-10,v1
1863996,Entire home/apt,Entire rental unit,0.06666666666666667,0.11764705882352941,0.002,1.0,False,1,False,1,Bos en Lommer,78.0,78.0,3263.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
769460764152625515,Private room,Room in hotel,0.06666666666666667,0.058823529411764705,0.0,0.3238434163701068,True,1,True,15,Centrum-West,90.0,90.0,91.0,70,0.7692307692307693,1.2857142857142858,365.0,31,1.0,1.2580645161290323,365.0,26,0.8666666666666667,0,2025-12-10,v1
1886198,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.001,0.0017793594306049821,False,1.5,False,1,Oud-Oost,95.0,93.0,137.0,47,0.5164835164835165,2.0,3.0,31,1.0,2.0,3.0,13,0.43333333333333335,0,2025-12-10,v1
1889863,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.013,0.025800711743772242,False,1,False,1,Centrum-West,99.0,99.0,529.0,0,0.0,14.0,30.0,0,0.0,14.0,30.0,0,0.0,1,2025-12-10,v1
1334659460202099025,Entire home/apt,Entire condo,0.06666666666666667,0.058823529411764705,0.0,0.3238434163701068,False,1,False,1,De Baarsjes - Oud-West,0.0,0.0,4358.0,0,0.0,1.0,365.0,0,0.0,1.0,365.0,9,0.3,0,2025-12-10,v1
1894944,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.002,0.025800711743772242,False,1,False,1,De Pijp - Rivierenbuurt,52.0,52.0,235.0,71,0.7802197802197802,3.0,30.0,31,1.0,3.0,30.0,30,1.0,0,2025-12-10,v1
1901845,Private room,Private room in bed and breakfast,0.2,0.11764705882352941,0.001,1.0,True,2,True,3,Slotervaart,58.0,58.0,240.0,29,0.31868131868131866,2.0,1125.0,19,0.6129032258064516,2.0,1125.0,28,0.9333333333333333,0,2025-12-10,v1
1901877,Private room,Private room in condo,0.06666666666666667,0.058823529411764705,0.002,1.0,False,1.5,True,1,Centrum-West,476.0,474.0,102.0,61,0.6703296703296703,3.0,1125.0,31,1.0,3.0,1125.0,27,0.9,0,2025-12-10,v1
1904291,Entire home/apt,Entire rental unit,0.06666666666666667,0.058823529411764705,0.002,0.005338078291814947,False,1,False,1,Westerpark,103.0,103.0,226.0,0,0.0,3.0,7.0,0,0.0,3.0,7.0,0,0.0,1,2025-12-10,v1
1911182,Private room,Private room in rental unit,0.06666666666666667,0.058823529411764705,0.0,1.0,True,1.5,False,1,Oostelijk Havengebied - Indische Buurt,366.0,366.0,117.0,45,0.4945054945054945,1.0,1125.0,23,0.7419354838709677,1.0,1125.0,25,0.8333333333333334,0,2025-12-10,v1
1912704,Entire home/apt,Entire condo,0.06666666666666667,0.0,0.002,0.05249110320284697,False,1.5,True,1,Centrum-West,102.0,102.0,106.0,11,0.12087912087912088,2.978021978021978,60.0,1,0.03225806451612903,3.0,60.0,1,0.03333333333333333,1,2025-12-10,v1
1914964,Entire home/apt,Entire home,0.3333333333333333,0.17647058823529413,0.299,0.26601423487544484,False,2,True,2,Centrum-West,28.0,28.0,2999.0,90,0.989010989010989,300.0,300.0,31,1.0,300.0,300.0,30,1.0,0,2025-12-10,v1
1919184,Entire home/apt,Entire rental unit,0.13333333333333333,0.058823529411764705,0.003,0.00800711743772242,False,1.5,False,1,De Baarsjes - Oud-West,86.0,86.0,241.0,17,0.18681318681318682,3.6923076923076925,10.0,0,0.0,4.0,10.0,0,0.0,1,2025-12-10,v1
1921050,Private room,Private room in rental unit,0.0,0.058823529411764705,0.029,1.0,False,2.5,True,1,Centrum-West,36.0,36.0,101.0,40,0.43956043956043955,27.923076923076923,1125.0,31,1.0,30.0,1125.0,30,1.0,0,2025-12-10,v1
1927634,Entire home/apt,Houseboat,0.2,0.17647058823529413,0.002,0.025800711743772242,False,2,False,1,Oostelijk Havengebied - Indische Buurt,49.0,49.0,132.0,9,0.0989010989010989,3.0,1125.0,0,0.0,3.0,1125.0,0,0.0,1,2025-12-10,v1
1928474,Entire home/apt,Entire home,0.4666666666666667,0.29411764705882354,0.004,0.017793594306049824,False,3,False,1,Noord-West,18.0,18.0,129.0,0,0.0,5.0,21.0,0,0.0,5.0,21.0,2,0.06666666666666667,1,2025-12-10,v1
1929777,Entire home/apt,Entire rental unit,0.2,0.11764705882352941,0.002,0.9991103202846975,False,1.5,False,1,De Pijp - Rivierenbuurt,29.0,29.0,2383.0,0,0.0,3.0,1124.0,0,0.0,3.0,1124.0,0,0.0,1,2025-12-10,v1
